lat	lon	title	description	icon	iconSize	iconOffset
47.6770172	11.2008292	Augustiner Bräustüberl	Restaurant mit bayrischer Küche.<br><br>Untermarkt 16<br/>82418 Murnau<br/><br/>Tel: 08841 628667<br/><br/>Öffnungszeiten: Fr-We 09:00-24:00<br/><br/>Eingeschränkt Rollstuhlgerecht!<br/><br/>Notiz:FIXME: Possision guessed<br/><br/><hr/><span style="font-size:.6em"><a href="http://www.openstreetmap.org/?lat=47.6770172&lon=11.2008292&zoom=18">OSM-Permalink</a> <a href="http://www.openstreetmap.org/edit?lat=47.6770172&lon=11.2008292&node=955322036&zoom=18">Edit</a> <a href="http://www.openstreetmap.org/browse/node/955322036">Details</a></span>	./icon_augustiner_30x30.png	24,24	-12,-12
49.0338257	11.4745657	Gasthof Stern	Restaurant mit bayrischer Küche.<br><br>Hauptstraße 7<br/>92339 Beilngries<br/><br/>Tel: 08461/606878<br/><a href="http://www.gasthof-stern.net">www.gasthof-stern.net</a><br/><a href="mailto:info@gasthof-stern.net">info@gasthof-stern.net</a><br/><br/>Öffnungszeiten: Tu-Su 09:30+<br/><br/><hr/><span style="font-size:.6em"><a href="http://www.openstreetmap.org/?lat=49.0338257&lon=11.4745657&zoom=18">OSM-Permalink</a> <a href="http://www.openstreetmap.org/edit?lat=49.0338257&lon=11.4745657&node=955335166&zoom=18">Edit</a> <a href="http://www.openstreetmap.org/browse/node/955335166">Details</a></span>	./icon_augustiner_30x30.png	24,24	-12,-12
49.0174753	12.0940392	Goldenes Faß	Restaurant mit bayrischer Küche.<br><br>Spiegelgasse 10<br/>93047 Regensburg<br/><br/>Tel: 0941/59939888<br/><a href="http://www.goldenes-fass-regensburg.de">www.goldenes-fass-regensburg.de</a><br/><a href="mailto:info@goldenes-fass-regensburg,de">info@goldenes-fass-regensburg,de</a><br/><br/><br/>Rollstuhlgerecht!<br/><br/><hr/><span style="font-size:.6em"><a href="http://www.openstreetmap.org/?lat=49.0174753&lon=12.0940392&zoom=18">OSM-Permalink</a> <a href="http://www.openstreetmap.org/edit?lat=49.0174753&lon=12.0940392&node=659669796&zoom=18">Edit</a> <a href="http://www.openstreetmap.org/browse/node/659669796">Details</a></span>	./icon_augustiner_30x30.png	24,24	-12,-12
48.5404336	12.1534116	Zur Schleuse	Restaurant mit bayrischer Küche.<br><br>Isartgestade 739<br/>Landshut<br/><br/>Tel: +49 871 28588<br/><br/>Öffnungszeiten: Winter: Mo-Su 10:00–01:00; Summer: Mo-Su 09:00–23:00<br/><br/><hr/><span style="font-size:.6em"><a href="http://www.openstreetmap.org/?lat=48.5404336&lon=12.1534116&zoom=18">OSM-Permalink</a> <a href="http://www.openstreetmap.org/edit?lat=48.5404336&lon=12.1534116&node=760280460&zoom=18">Edit</a> <a href="http://www.openstreetmap.org/browse/node/760280460">Details</a></span>	./icon_augustiner_30x30.png	24,24	-12,-12
48.540434	12.153312	Zur Schleuse	Biergarten mit bayrischer Küche.<br><br>Isartgestade 739<br/>Landshut<br/><br/>Tel: +49 871 28588<br/><br/>Öffnungszeiten: Mo-Su 09:00-23:00<br/><br/><hr/><span style="font-size:.6em"><a href="http://www.openstreetmap.org/?lat=48.540434&lon=12.153312&zoom=18">OSM-Permalink</a> <a href="http://www.openstreetmap.org/edit?lat=48.540434&lon=12.153312&node=828902380&zoom=18">Edit</a> <a href="http://www.openstreetmap.org/browse/node/828902380">Details</a></span>	./icon_augustiner_30x30.png	24,24	-12,-12
48.5344339	12.1518481	Augustiner an der St. Martinskirche	Restaurant mit regionaler Küche.<br><br>Kirchgasse 251<br/>84028 Landshut<br/><br/>Tel: +49 871 4305624<br/><a href="http://www.augustiner-landshut.de">www.augustiner-landshut.de</a><br/><br/><br/><hr/><span style="font-size:.6em"><a href="http://www.openstreetmap.org/?lat=48.5344339&lon=12.1518481&zoom=18">OSM-Permalink</a> <a href="http://www.openstreetmap.org/edit?lat=48.5344339&lon=12.1518481&node=540307188&zoom=18">Edit</a> <a href="http://www.openstreetmap.org/browse/node/540307188">Details</a></span>	./icon_augustiner_30x30.png	24,24	-12,-12
48.1763972	11.4613721	Inselmühle	Biergarten<br><br>Von-Kahr-Straße 87<br/>80999 München<br/><br/>Tel: 089 81010<br/><a href="http://www.inselmuehle-muenchen.com">www.inselmuehle-muenchen.com</a><br/><br/><br/><hr/><span style="font-size:.6em"><a href="http://www.openstreetmap.org/?lat=48.1763972&lon=11.4613721&zoom=18">OSM-Permalink</a> <a href="http://www.openstreetmap.org/edit?lat=48.1763972&lon=11.4613721&node=389926841&zoom=18">Edit</a> <a href="http://www.openstreetmap.org/browse/node/389926841">Details</a></span>	./icon_augustiner_30x30.png	24,24	-12,-12
48.1766292	11.4620984	Inselmühle	Restaurant mit deutscher Küche.<br><br>Von-Kahr-Straße 87<br/>80999 München<br/><br/>Tel: 089 81010<br/><a href="http://www.inselmuehle-muenchen.com">www.inselmuehle-muenchen.com</a><br/><br/>Öffnungszeiten: Mo-Su 11:00-23:00<br/><br/><hr/><span style="font-size:.6em"><a href="http://www.openstreetmap.org/?lat=48.1766292&lon=11.4620984&zoom=18">OSM-Permalink</a> <a href="http://www.openstreetmap.org/edit?lat=48.1766292&lon=11.4620984&node=389926844&zoom=18">Edit</a> <a href="http://www.openstreetmap.org/browse/node/389926844">Details</a></span>	./icon_augustiner_30x30.png	24,24	-12,-12
48.168726	11.4582402	Alter Wirt Obermenzing	Restaurant mit bayrischer Küche.<br><br>Dorfstraße 39<br/>81247 München<br/><br/>Tel: 089/8111590<br/><a href="http://www.alterwirt-obermenzing.de/">www.alterwirt-obermenzing.de</a><br/><br/>Öffnungszeiten: Mo-Su 09:00-00:00<br/><br/><hr/><span style="font-size:.6em"><a href="http://www.openstreetmap.org/?lat=48.168726&lon=11.4582402&zoom=18">OSM-Permalink</a> <a href="http://www.openstreetmap.org/edit?lat=48.168726&lon=11.4582402&node=417325164&zoom=18">Edit</a> <a href="http://www.openstreetmap.org/browse/node/417325164">Details</a></span>	./icon_augustiner_30x30.png	24,24	-12,-12
48.1642715	11.4759613	Zum grünen Baum	Restaurant<br><br>Verdistraße 47<br/>81247 München<br/><br/><hr/><span style="font-size:.6em"><a href="http://www.openstreetmap.org/?lat=48.1642715&lon=11.4759613&zoom=18">OSM-Permalink</a> <a href="http://www.openstreetmap.org/edit?lat=48.1642715&lon=11.4759613&node=435590944&zoom=18">Edit</a> <a href="http://www.openstreetmap.org/browse/node/435590944">Details</a></span>	./icon_augustiner_30x30.png	24,24	-12,-12
48.1651353	11.5121375	Molyvos	Restaurant mit griechischer Küche.<br><br>Volpinistraße 19<br/>80638 München<br/><br/>Tel: 089/12711233<br/><a href="http://www.molyvos19.de">www.molyvos19.de</a><br/><br/>Öffnungszeiten: Mo-Su 11:00-01:00; Sa 17:00+<br/><br/><hr/><span style="font-size:.6em"><a href="http://www.openstreetmap.org/?lat=48.1651353&lon=11.5121375&zoom=18">OSM-Permalink</a> <a href="http://www.openstreetmap.org/edit?lat=48.1651353&lon=11.5121375&node=955063301&zoom=18">Edit</a> <a href="http://www.openstreetmap.org/browse/node/955063301">Details</a></span>	./icon_augustiner_30x30.png	24,24	-12,-12
48.178405	11.5214044	Dobmann's	Restaurant<br><br>Feldmochingerstraße 11<br/>80992 München<br/><br/>Tel: 089/1402414<br/><a href="http://www.gaststätte-dobmanns.de">www.gaststätte-dobmanns.de</a><br/><br/>Öffnungszeiten: Su-Mo 11:00-01:00; Sa 12:00-01:00<br/><br/><b>Nicht</b> Rollstuhlgerecht!<br/><br/><hr/><span style="font-size:.6em"><a href="http://www.openstreetmap.org/?lat=48.178405&lon=11.5214044&zoom=18">OSM-Permalink</a> <a href="http://www.openstreetmap.org/edit?lat=48.178405&lon=11.5214044&node=336278573&zoom=18">Edit</a> <a href="http://www.openstreetmap.org/browse/node/336278573">Details</a></span>	./icon_augustiner_30x30.png	24,24	-12,-12
48.1803085	11.5212203	Augustiner-Stüberl	Restaurant<br><br>Feldmochinger Straße 24a<br/>80992 München<br/><br/>Tel: 089 1496687<br/><br/><br/>Notiz:FIXME: Position Guessed<br/><br/><hr/><span style="font-size:.6em"><a href="http://www.openstreetmap.org/?lat=48.1803085&lon=11.5212203&zoom=18">OSM-Permalink</a> <a href="http://www.openstreetmap.org/edit?lat=48.1803085&lon=11.5212203&node=845432900&zoom=18">Edit</a> <a href="http://www.openstreetmap.org/browse/node/845432900">Details</a></span>	./icon_augustiner_30x30.png	24,24	-12,-12
48.1857196	11.5525482	Villa Borghese	Restaurant mit italienischer Küche.<br><br>Moosacher Straße 81<br/>80809 München<br/><br/>Tel: 089/3514945<br/><br/>Öffnungszeiten: Mo-Sa 11:30-14:30,17:30-23:30<br/><br/>Eingeschränkt Rollstuhlgerecht!<br/><br/>Notiz:2 Kegelbahnen, Terasse und Parkplätze vohanden<br/><br/><hr/><span style="font-size:.6em"><a href="http://www.openstreetmap.org/?lat=48.1857196&lon=11.5525482&zoom=18">OSM-Permalink</a> <a href="http://www.openstreetmap.org/edit?lat=48.1857196&lon=11.5525482&node=311839525&zoom=18">Edit</a> <a href="http://www.openstreetmap.org/browse/node/311839525">Details</a></span>	./icon_augustiner_30x30.png	24,24	-12,-12
48.1683541	11.5162462	Gut Nederling	Biergarten mit bayrischer und österreichisch Küche.<br><br>Nederlinger Straße 78<br/>81827 München<br/><br/>Tel: 089 14 33 88 74<br/><a href="http://www.gut-nederling.de">www.gut-nederling.de</a><br/><a href="mailto:info@gut-nederling.de">info@gut-nederling.de</a><br/><br/><br/>Rollstuhlgerecht!<br/><br/><hr/><span style="font-size:.6em"><a href="http://www.openstreetmap.org/?lat=48.1683541&lon=11.5162462&zoom=18">OSM-Permalink</a> <a href="http://www.openstreetmap.org/edit?lat=48.1683541&lon=11.5162462&node=258931125&zoom=18">Edit</a> <a href="http://www.openstreetmap.org/browse/node/258931125">Details</a></span>	./icon_augustiner_30x30.png	24,24	-12,-12
48.1678388	11.5272799	Augustiner am Dante	Restaurant mit bayrischer Küche.<br><br>Dantestraße 16<br/>80637 München<br/><br/>Tel: 089 15892442<br/><a href="http://www.augustiner-am-dante.com">www.augustiner-am-dante.com</a><br/><br/><br/><hr/><span style="font-size:.6em"><a href="http://www.openstreetmap.org/?lat=48.1678388&lon=11.5272799&zoom=18">OSM-Permalink</a> <a href="http://www.openstreetmap.org/edit?lat=48.1678388&lon=11.5272799&node=295985890&zoom=18">Edit</a> <a href="http://www.openstreetmap.org/browse/node/295985890">Details</a></span>	./icon_augustiner_30x30.png	24,24	-12,-12
48.1706429	11.5681034	La Villa im Bamberger Haus	Restaurant mit bayrischer, brasilianischer und mexikanischer Küche.<br/><br/>Tel: +49 89 3088966<br/><a href="http://www.restaurant-la-villa.de">www.restaurant-la-villa.de</a><br/><br/>Öffnungszeiten: Su-Th 11:00-01:00; Fr-Sa 11:00-03:00<br/><br/><hr/><span style="font-size:.6em"><a href="http://www.openstreetmap.org/?lat=48.1706429&lon=11.5681034&zoom=18">OSM-Permalink</a> <a href="http://www.openstreetmap.org/edit?lat=48.1706429&lon=11.5681034&node=204301397&zoom=18">Edit</a> <a href="http://www.openstreetmap.org/browse/node/204301397">Details</a></span>	./icon_augustiner_30x30.png	24,24	-12,-12
48.1932781	11.6148682	Huber	Fastfood/Imbiss<br><br>Georg-Wopfner-Straße 62<br/>80939 München<br/><br/>Tel: 089-3243723<br/><a href="http://www.huber-freimann.de">www.huber-freimann.de</a><br/><a href="mailto:huber@huber-freimann.de">huber@huber-freimann.de</a><br/><br/>Öffnungszeiten: Mo-Fr 07:00-18:30; Sa 07:00-12:30<br/><br/><hr/><span style="font-size:.6em"><a href="http://www.openstreetmap.org/?lat=48.1932781&lon=11.6148682&zoom=18">OSM-Permalink</a> <a href="http://www.openstreetmap.org/edit?lat=48.1932781&lon=11.6148682&node=872164813&zoom=18">Edit</a> <a href="http://www.openstreetmap.org/browse/node/872164813">Details</a></span>	./icon_augustiner_30x30.png	24,24	-12,-12
48.143627	11.417126	Zur Aubinger Einkehr	Biergarten mit deutscher Küche.<br><br>Gößweinsteinplatz 7<br/>81241 München<br/><br/>Tel: 089 875581<br/><a href="http://www.aubinger-einkehr.de/">www.aubinger-einkehr.de</a><br/><br/>Öffnungszeiten: Mo-Su 10:00-23:00<br/><br/><hr/><span style="font-size:.6em"><a href="http://www.openstreetmap.org/?lat=48.143627&lon=11.417126&zoom=18">OSM-Permalink</a> <a href="http://www.openstreetmap.org/edit?lat=48.143627&lon=11.417126&node=278901866&zoom=18">Edit</a> <a href="http://www.openstreetmap.org/browse/node/278901866">Details</a></span>	./icon_augustiner_30x30.png	24,24	-12,-12
48.1438013	11.4170695	Zur Aubinger Einkehr	Restaurant mit bayrischer Küche.<br><br>Gößweinsteinplatz 7<br/>81249 München<br/><br/>Tel: 089 875581<br/><a href="http://www.aubinger-einkehr.de">www.aubinger-einkehr.de</a><br/><br/>Öffnungszeiten: Mo-Su 09:00-01:00<br/><br/><hr/><span style="font-size:.6em"><a href="http://www.openstreetmap.org/?lat=48.1438013&lon=11.4170695&zoom=18">OSM-Permalink</a> <a href="http://www.openstreetmap.org/edit?lat=48.1438013&lon=11.4170695&node=411918121&zoom=18">Edit</a> <a href="http://www.openstreetmap.org/browse/node/411918121">Details</a></span>	./icon_augustiner_30x30.png	24,24	-12,-12
48.1441638	11.4580126	Schweizer Hof	Restaurant mit bayrischer Küche.<br><br>Planegger Straße 14<br/>81241 München<br/><br/>Tel: +49 89 881840<br/><a href="http://www.schweizer-hof.net">www.schweizer-hof.net</a><br/><a href="mailto:info@schweizer-hof.net">info@schweizer-hof.net</a><br/><br/>Öffnungszeiten: Tu-Su 11:00-23:00<br/><br/><hr/><span style="font-size:.6em"><a href="http://www.openstreetmap.org/?lat=48.1441638&lon=11.4580126&zoom=18">OSM-Permalink</a> <a href="http://www.openstreetmap.org/edit?lat=48.1441638&lon=11.4580126&node=845220892&zoom=18">Edit</a> <a href="http://www.openstreetmap.org/browse/node/845220892">Details</a></span>	./icon_augustiner_30x30.png	24,24	-12,-12
48.1639498	11.475791	Zum grünen Baum	Biergarten<br/><br/><hr/><span style="font-size:.6em"><a href="http://www.openstreetmap.org/?lat=48.1639498&lon=11.475791&zoom=18">OSM-Permalink</a> <a href="http://www.openstreetmap.org/edit?lat=48.1639498&lon=11.475791&node=390288093&zoom=18">Edit</a> <a href="http://www.openstreetmap.org/browse/node/390288093">Details</a></span>	./icon_augustiner_30x30.png	24,24	-12,-12
48.1588454	11.5116437	metzgewirt	Restaurant mit bayrischer Küche.<br><br>Nördliche Auffahrtsallee 69<br/>80638 München<br/><br/>Tel: 089/170470<br/><a href="http://www.metzgerwirt-muc.de/">www.metzgerwirt-muc.de</a><br/><br/>Öffnungszeiten: Mo-Su 10:15-24:15<br/><br/><b>Nicht</b> Rollstuhlgerecht!<br/><br/><hr/><span style="font-size:.6em"><a href="http://www.openstreetmap.org/?lat=48.1588454&lon=11.5116437&zoom=18">OSM-Permalink</a> <a href="http://www.openstreetmap.org/edit?lat=48.1588454&lon=11.5116437&node=835352352&zoom=18">Edit</a> <a href="http://www.openstreetmap.org/browse/node/835352352">Details</a></span>	./icon_augustiner_30x30.png	24,24	-12,-12
48.1604244	11.5132624	Alan's Kochbar	Restaurant<br/><br/><hr/><span style="font-size:.6em"><a href="http://www.openstreetmap.org/?lat=48.1604244&lon=11.5132624&zoom=18">OSM-Permalink</a> <a href="http://www.openstreetmap.org/edit?lat=48.1604244&lon=11.5132624&node=873869412&zoom=18">Edit</a> <a href="http://www.openstreetmap.org/browse/node/873869412">Details</a></span>	./icon_augustiner_30x30.png	24,24	-12,-12
48.1496734	11.5112536	Hirschgarten	Biergarten mit bayrischer Küche.<br><br>Hirschgartenallee 1<br/>80639 München<br/><br/>Tel: 089 172591<br/><a href="http://www.hirschgarten.de">www.hirschgarten.de</a><br/><br/>Öffnungszeiten: Mo-Su 09:00-24:00<br/><br/>Rollstuhlgerecht!<br/><br/>Notiz:Europas größter Biergarten<br/><br/><hr/><span style="font-size:.6em"><a href="http://www.openstreetmap.org/?lat=48.1496734&lon=11.5112536&zoom=18">OSM-Permalink</a> <a href="http://www.openstreetmap.org/edit?lat=48.1496734&lon=11.5112536&node=158738532&zoom=18">Edit</a> <a href="http://www.openstreetmap.org/browse/node/158738532">Details</a></span>	./icon_augustiner_30x30.png	24,24	-12,-12
48.1494519	11.5085565	Kurgarten	Restaurant mit bayrischer Küche.<br><br>De-la-Paz-Straße 10<br/>80639 München<br/>Öffnungszeiten: Mo-Su 10:00-24:00<br/><br/><hr/><span style="font-size:.6em"><a href="http://www.openstreetmap.org/?lat=48.1494519&lon=11.5085565&zoom=18">OSM-Permalink</a> <a href="http://www.openstreetmap.org/edit?lat=48.1494519&lon=11.5085565&node=267207877&zoom=18">Edit</a> <a href="http://www.openstreetmap.org/browse/node/267207877">Details</a></span>	./icon_augustiner_30x30.png	24,24	-12,-12
48.1499345	11.5111929	Hirschgarten	Restaurant mit bayrischer Küche.<br><br>Hirschgartenallee 1<br/>80639 München<br/><br/>Tel: 089 172591<br/><a href="http://www.hirschgarten.de">www.hirschgarten.de</a><br/><br/>Öffnungszeiten: Mo-Su 09:00-24:00<br/><br/>Rollstuhlgerecht!<br/><br/><hr/><span style="font-size:.6em"><a href="http://www.openstreetmap.org/?lat=48.1499345&lon=11.5111929&zoom=18">OSM-Permalink</a> <a href="http://www.openstreetmap.org/edit?lat=48.1499345&lon=11.5111929&node=834202285&zoom=18">Edit</a> <a href="http://www.openstreetmap.org/browse/node/834202285">Details</a></span>	./icon_augustiner_30x30.png	24,24	-12,-12
48.1544852	11.530035	Großwirt	Restaurant mit bayrischer Küche.<br><br>Volkartstraße 2<br/>80634 München<br/><br/>Tel: 089 20204888<br/><a href="mailto:Grosswirt@yahoo.de">Grosswirt@yahoo.de</a><br/><br/>Öffnungszeiten: Mo-Su 11:00-24:00<br/><br/><hr/><span style="font-size:.6em"><a href="http://www.openstreetmap.org/?lat=48.1544852&lon=11.530035&zoom=18">OSM-Permalink</a> <a href="http://www.openstreetmap.org/edit?lat=48.1544852&lon=11.530035&node=492756699&zoom=18">Edit</a> <a href="http://www.openstreetmap.org/browse/node/492756699">Details</a></span>	./icon_augustiner_30x30.png	24,24	-12,-12
48.1532605	11.5339239	Jagdschlössl	Restaurant mit bayrischer Küche.<br><br>Hausnumer: 162<br/><br/><br/>Tel: +49 89 168 924 1<br/><a href="http://www.jagdschloessl-muenchen.de/">www.jagdschloessl-muenchen.de</a><br/><a href="mailto:kontakt@jagdschloessl-muenchen.de">kontakt@jagdschloessl-muenchen.de</a><br/><br/>Öffnungszeiten: Mo-Su 09:00-00:00<br/><br/><hr/><span style="font-size:.6em"><a href="http://www.openstreetmap.org/?lat=48.1532605&lon=11.5339239&zoom=18">OSM-Permalink</a> <a href="http://www.openstreetmap.org/edit?lat=48.1532605&lon=11.5339239&node=595765510&zoom=18">Edit</a> <a href="http://www.openstreetmap.org/browse/node/595765510">Details</a></span>	./icon_augustiner_30x30.png	24,24	-12,-12
48.1592411	11.5408434	Neuhauser Augustiner	Restaurant<br><br>Hübnerstraße 23<br/>80637 München<br/><br/>Tel: +49-89-120213-0<br/><br/>Öffnungszeiten: Mo-Su 10:00-01:00<br/><br/><hr/><span style="font-size:.6em"><a href="http://www.openstreetmap.org/?lat=48.1592411&lon=11.5408434&zoom=18">OSM-Permalink</a> <a href="http://www.openstreetmap.org/edit?lat=48.1592411&lon=11.5408434&node=606974977&zoom=18">Edit</a> <a href="http://www.openstreetmap.org/browse/node/606974977">Details</a></span>	./icon_augustiner_30x30.png	24,24	-12,-12
48.1629146	11.5503808	Das Schloss	Restaurant<br><br>Schwere-Reiter-Straße 15<br/>80637 München<br/><br/>Tel: 089 1434080<br/><a href="http://www.dasschloss-olympiapark.de">www.dasschloss-olympiapark.de</a><br/><br/>Öffnungszeiten: Mo-Su 09:00-01:00<br/><br/>Rollstuhlgerecht!<br/><br/><hr/><span style="font-size:.6em"><a href="http://www.openstreetmap.org/?lat=48.1629146&lon=11.5503808&zoom=18">OSM-Permalink</a> <a href="http://www.openstreetmap.org/edit?lat=48.1629146&lon=11.5503808&node=493322055&zoom=18">Edit</a> <a href="http://www.openstreetmap.org/browse/node/493322055">Details</a></span>	./icon_augustiner_30x30.png	24,24	-12,-12
48.1501348	11.5222511	Ewiges Licht	Restaurant mit bayrischer Küche.<br><br>Wälsungenstraße 1<br/>80639 München<br/><br/>Tel: 089 18921380<br/><a href="http://www.ewigeslicht.info">www.ewigeslicht.info</a><br/><br/>Öffnungszeiten: Mo-Su 10:30-01:00<br/><br/><hr/><span style="font-size:.6em"><a href="http://www.openstreetmap.org/?lat=48.1501348&lon=11.5222511&zoom=18">OSM-Permalink</a> <a href="http://www.openstreetmap.org/edit?lat=48.1501348&lon=11.5222511&node=733153637&zoom=18">Edit</a> <a href="http://www.openstreetmap.org/browse/node/733153637">Details</a></span>	./icon_augustiner_30x30.png	24,24	-12,-12
48.148623	11.5339628	Sappralott	Restaurant mit regionaler Küche.<br><br>Donnersbergerstraße 37<br/>80643 München<br/><br/>Tel: 089/164725<br/><a href="http://www.sappralott.de">www.sappralott.de</a><br/><br/><br/><hr/><span style="font-size:.6em"><a href="http://www.openstreetmap.org/?lat=48.148623&lon=11.5339628&zoom=18">OSM-Permalink</a> <a href="http://www.openstreetmap.org/edit?lat=48.148623&lon=11.5339628&node=365479288&zoom=18">Edit</a> <a href="http://www.openstreetmap.org/browse/node/365479288">Details</a></span>	./icon_augustiner_30x30.png	24,24	-12,-12
